user_id,dog_id,rating
1,1,5
1,12,5
1,24,5
1,5,4
1,6,5
1,11,4
1,36,5
2,1,5
2,24,5
2,5,5
2,11,5
2,36,5
2,34,2
2,35,2
2,37,2
3,12,5
3,24,5
3,5,5
3,6,5
3,35,1
3,36,1
4,1,5
4,24,5
4,5,5
4,11,4
4,36,5
4,34,2
4,35,2
5,1,5
5,12,5
5,24,5
5,5,4
5,6,5
5,11,4
6,36,5
6,1,5
6,24,5
6,5,5
7,11,5
7,12,5
7,24,5
7,5,5
7,6,4
7,11,5
7,36,5
7,34,2
7,35,1
8,3,4
8,4,4
8,14,4
8,15,5
8,22,4
8,30,5
9,3,4
9,4,4
9,14,4
9,15,5
9,22,5
9,30,4
9,12,5
9,24,5
9,5,5
9,6,5
9,11,5
10,1,5
10,12,5
10,24,5
10,5,5
10,6,5
11,1,5
11,24,5
11,5,5
11,11,5
11,36,5
11,34,2
12,12,5
12,24,5
12,5,5
12,6,5
12,35,1
12,36,1
13,1,5
13,24,5
13,5,5
13,11,4
13,36,5
14,1,5
14,12,5
14,24,5
14,6,5
14,11,5
14,36,5
14,14,4
15,12,5
15,24,5
15,15,5
15,14,5
15,36,5
16,12,5
16,11,5
16,5,4
16,6,5
16,35,1
16,36,1
17,12,5
17,24,5
17,5,4
17,6,4
17,11,5
17,36,5
17,1,5
18,1,5
18,36,5
18,5,5
18,6,5
18,22,5
19,11,5
19,12,5
19,24,5
19,5,5
19,6,4
19,11,5
19,36,5
20,34,2
20,35,1
20,3,4
20,4,4
20,14,4
20,15,5
20,22,4
20,30,5
21,1,5
21,12,5
21,24,5
21,5,4
21,6,5
21,11,4
21,36,5
22,1,5
22,24,5
22,5,5
22,11,5
22,36,5
22,34,2
22,35,2
22,37,2
23,12,1
23,24,5
23,5,5
23,6,5
23,35,1
23,36,1
24,1,5
24,24,5
24,5,5
24,11,4
24,36,5
24,34,4
24,35,4
25,1,5
25,12,5
25,24,5
25,5,4
25,6,5
25,11,4
26,36,5
26,1,5
26,24,5
26,5,5
27,11,5
27,12,3
27,24,5
27,5,5
27,6,4
27,11,5
27,36,5
27,34,2
27,35,1
28,3,4
28,4,4
28,14,4
28,15,5
28,22,4
28,30,5
29,3,4
29,4,4
29,14,4
29,15,5
29,22,5
29,30,4
29,12,1
29,24,5
29,5,5
29,6,5
29,11,5
30,1,5
30,12,1
30,24,5
30,5,5
30,6,5
31,1,5
31,24,5
31,5,5
31,11,5
31,36,5
31,34,3
32,12,3
32,24,5
32,5,5
32,6,5
32,35,3
32,36,3
33,1,5
33,24,5
33,5,5
33,11,4
33,36,5
34,1,5
34,12,3
34,24,5
34,6,5
34,11,5
34,36,5
34,14,4
35,12,2
35,24,5
35,15,5
35,14,5
35,36,5
36,12,2
36,11,5
36,5,4
36,6,5
36,35,4
36,36,3
37,12,2
37,24,5
37,5,4
37,6,4
37,11,5
37,36,5
37,1,5
38,1,5
38,36,5
38,5,5
38,6,4
38,22,5
38,11,5
38,12,4
39,24,5
39,5,5
39,6,4
39,11,5
39,36,4
40,34,2
40,35,1
40,3,4
40,4,5
40,14,5
40,15,5
40,22,4
40,30,5
41,5,5
41,6,5
41,11,5
41,36,5
41,3,5
41,4,5
41,13,5
41,14,5
41,15,5
41,22,5
42,5,5
42,6,5
42,11,5
42,36,5
42,3,5
42,4,5
42,13,5
42,14,5
43,15,5
43,22,5
43,1,2
43,2,2
43,7,2
43,10,2
43,12,2
43,18,2
44,5,5
44,6,5
44,11,5
44,36,5
44,3,5
44,4,5
45,13,5
45,14,5
45,15,5
45,22,5
45,1,2
46,5,5
46,6,5
46,11,5
46,36,4
47,3,5
47,4,4
47,13,5
47,14,4
47,15,5
47,22,5
48,5,5
48,6,5
48,11,5
48,36,4
48,3,5
48,4,5
49,13,4
49,14,5
49,15,4
49,22,5
49,1,3
49,2,2
50,5,5
50,6,4
50,11,5
50,36,5
50,3,4
51,4,5
51,13,4
51,14,5
51,15,5
51,22,5
52,5,3
52,6,4
52,11,4
52,36,5
52,3,5
52,4,5
53,13,5
53,14,5
53,15,5
53,22,5
54,5,5
54,6,5
54,11,5
54,36,5
54,3,5
54,4,4
55,13,4
55,14,5
55,15,5
55,22,5
55,1,1
55,2,2
56,5,4
56,6,5
56,11,4
56,36,5
56,3,5
56,4,4
56,13,5
57,14,5
57,15,4
57,22,5
57,1,1
57,7,3
57,10,2
57,12,2
58,5,5
58,6,5
58,11,5
58,36,5
58,3,5
58,4,5
59,13,5
59,14,5
59,15,5
59,22,5
59,1,3
59,2,3
60,5,5
60,6,5
60,11,5
60,36,5
60,3,4
60,4,5
60,13,5
60,14,4
60,15,5
60,22,5
61,5,5
61,6,5
61,11,5
61,36,5
61,18,5
61,3,5
61,4,5
61,13,5
62,20,5
62,1,1
62,2,2
62,7,2
62,10,2
62,12,2
62,5,5
63,6,5
63,11,5
63,36,5
63,18,5
63,3,5
63,4,5
63,13,5
63,20,5
64,1,1
64,2,2
64,7,2
64,10,2
64,12,2
64,5,5
64,6,5
65,11,5
65,36,5
65,18,5
65,3,5
65,4,5
65,13,5
65,20,5
65,1,1
66,2,2
66,7,2
66,10,2
66,12,2
66,5,5
66,6,5
66,11,5
67,36,5
67,18,5
67,3,5
67,4,5
67,13,5
67,20,4
67,1,1
68,2,2
68,7,2
68,10,2
68,12,2
68,5,5
68,6,5
68,11,5
68,36,5
69,18,4
69,3,5
69,4,5
69,13,5
69,20,5
69,1,1
69,2,2
69,7,2
70,10,2
70,12,2
70,5,4
70,6,5
70,11,5
70,36,5
70,18,4
71,3,5
71,4,5
71,13,5
71,20,5
71,1,1
71,2,3
71,7,2
72,10,3
72,12,2
72,5,5
72,6,5
72,11,4
72,36,5
72,18,4
73,3,5
73,4,5
73,13,4
73,20,5
73,1,1
73,2,2
73,7,2
73,10,2
74,12,2
74,5,5
74,6,5
74,11,5
74,36,5
74,18,5
74,3,5
75,4,4
75,13,5
75,20,5
75,1,1
75,2,2
75,7,2
75,10,3
75,12,2
76,5,5
76,6,5
76,11,4
76,36,5
76,18,5
76,3,5
76,4,4
77,13,5
77,20,5
77,1,1
77,2,1
77,7,2
77,10,3
77,12,2
77,5,5
77,6,5
77,11,5
77,36,5
77,18,5
78,3,4
78,4,5
78,13,5
78,20,4
78,1,1
78,2,2
78,7,2
78,10,3
79,12,2
79,5,4
79,6,5
79,11,4
79,36,5
79,18,5
79,3,5
79,4,5
80,13,5
80,20,5
80,1,1
80,2,2
80,7,2
80,10,2
80,12,2
80,1,5
81,1,5
81,12,5
81,24,5
81,5,4
81,6,5
82,11,4
82,36,5
82,1,5
82,24,5
82,5,5
83,11,5
83,36,5
83,34,2
83,35,2
83,37,2
83,12,5
83,24,5
83,5,5
84,6,5
84,35,1
84,36,1
84,1,5
84,24,5
84,5,5
84,11,4
84,36,5
85,34,2
85,35,2
85,1,5
85,12,5
85,24,5
85,5,4
85,6,5
86,11,4
86,36,5
86,1,5
86,24,5
86,5,5
86,11,5
86,12,5
86,24,5
86,5,5
87,6,4
87,11,5
87,36,5
87,34,2
87,35,1
87,3,4
88,4,4
88,14,4
88,15,5
88,22,4
88,30,5
88,3,4
88,4,4
89,14,4
89,15,5
89,22,5
89,30,4
89,12,5
89,24,5
89,5,4
90,6,5
90,11,5
90,1,4
90,12,5
90,24,5
90,5,5
100,6,5
100,1,5
100,24,4
100,5,5
100,11,5
100,36,4
100,34,3
100,12,5
101,24,4
101,5,5
101,6,5
101,35,1
101,36,1
101,1,5
102,24,5
102,5,4
102,11,4
102,36,5
102,1,5
103,12,4
103,24,5
103,6,5
103,11,5
103,36,4
103,14,4
103,12,5
104,24,5
104,15,5
104,14,5
104,36,5
104,12,5
104,11,5
104,5,4
105,6,5
105,35,1
105,36,1
105,12,5
106,24,5
106,5,4
106,6,4
106,11,5
106,36,5
106,1,5
107,1,5
107,36,5
107,5,5
107,6,5
107,22,5
108,11,5
108,12,5
108,24,5
108,5,5
108,6,4
108,11,5
108,36,5
108,34,2
109,35,1
109,3,4
109,4,4
109,14,4
109,15,5
110,22,4
110,12,5
110,24,4
110,5,4
110,6,5
111,11,5
111,36,5
111,1,5
111,1,5
111,36,4
112,5,5
112,6,5
112,22,5
112,11,4
112,12,5
112,24,5
112,5,5
113,6,5
113,11,5
113,36,5
113,34,3
113,35,2
113,3,4
114,4,5
114,14,5
114,15,5
114,22,4
114,11,5
114,1,5
114,12,5
114,24,5
115,5,5
115,6,5
115,1,5
115,24,4
115,5,5
115,3,5
115,4,5
116,4,5
116,13,5
116,20,5
116,1,1
116,2,2
116,7,3
116,10,3
116,12,2
116,5,5
117,6,5
117,11,5
117,36,5
117,18,5
117,3,4
117,4,5
118,13,5
118,20,4
118,1,3
118,2,3
118,7,3
118,10,2
118,12,3
118,5,5
119,6,5
119,11,5
119,36,5
119,18,5
119,3,5
120,4,5
120,13,5
120,20,5
120,1,1
120,2,3
120,7,2
121,10,3
121,12,2
121,5,4
121,6,5
121,11,4
121,36,5
122,18,5
122,3,4
122,4,5
122,13,5
122,20,4
123,1,1
123,2,2
123,7,3
123,10,3
123,12,3
124,5,5
124,6,5
124,11,5
124,36,5
124,18,4
125,3,4
125,4,5
125,13,5
125,20,4
125,1,1
125,2,2
126,7,3
126,10,3
126,12,2
126,5,4
126,6,5
126,11,4
126,36,5
126,18,4
126,3,4
126,4,4
126,13,4
126,20,5
126,1,3
126,2,3
127,7,3
127,10,3
127,12,2
127,5,4
127,6,5
127,11,4
127,36,5
127,18,5
127,3,5
127,4,3
128,13,4
128,20,3
128,1,1
128,2,4
128,7,3
128,10,2
128,12,3
129,5,5
129,6,5
129,11,5
129,36,5
129,18,5
129,3,5
129,4,5
129,13,5
129,20,5
129,1,3
129,2,3
129,7,2
130,10,4
130,12,4
130,5,5
130,6,5
130,11,4
130,36,5
130,18,5
130,3,5
130,4,4
130,13,5
131,20,5
131,1,3
131,2,3
131,7,2
131,10,3
132,12,3
132,5,5
132,6,5
132,11,4
132,36,5
132,18,5
133,3,4
133,4,5
133,13,5
133,20,4
133,1,3
133,2,2
134,7,2
134,10,3
134,12,3
134,5,4
134,6,5
134,11,4
135,36,4
135,18,5
135,3,5
135,4,5
135,13,5
135,20,4
136,1,1
136,2,2
136,7,3
136,10,2
136,12,2
136,1,5
137,11,4
137,36,5
137,18,5
137,3,5
137,4,4
137,13,5
137,20,5
138,1,3
138,2,3
138,7,2
138,10,3
138,12,3
139,5,5
139,6,5
139,11,4
139,36,5
139,18,5
140,3,4
140,11,4
140,36,5
140,18,5
140,3,5
140,4,4
141,13,5
141,20,5
141,1,3
141,2,3
141,7,2
141,10,3
142,12,3
142,5,5
142,6,5
142,11,4
143,36,5
143,18,5
143,3,4
143,36,5
144,18,4
144,3,4
144,4,5
145,13,5
145,20,4
145,1,1
145,2,2
145,7,3
146,10,3
146,12,2
146,5,4
146,6,5
146,11,4
147,36,5
147,18,4
147,3,4
147,4,4
147,13,5
148,20,5
148,1,3
148,2,3
148,7,2
148,10,2
149,12,2
149,5,5
149,6,5
149,11,5
149,36,5
150,18,4
150,3,5
150,4,2
150,13,4
150,20,2
150,1,1
151,2,5
151,7,3
151,10,1
151,12,2
151,5,5
151,6,5
152,16,4
152,17,5
152,3,5
152,4,5
152,13,5
153,14,5
153,15,4
153,20,5
153,22,4
153,30,5
153,16,4
154,17,5
154,3,5
154,4,5
154,13,5
154,14,5
154,15,4
154,20,5
154,22,5
155,30,5
155,16,4
155,17,5
155,3,5
155,4,5
155,13,5
155,14,5
156,15,4
156,20,5
156,22,5
156,30,5
157,16,4
157,17,5
157,3,4
157,4,5
158,13,5
158,14,4
158,15,4
158,20,5
158,22,5
159,30,5
159,16,4
159,17,5
160,3,5
160,4,5
160,13,5
161,14,5
161,15,4
161,20,5
161,22,5
162,30,5
162,16,4
162,17,4
162,3,5
163,4,4
163,13,5
163,14,5
163,15,4
163,20,5
164,22,5
164,30,5
164,16,4
164,17,5
165,3,5
165,4,4
165,13,5
166,14,5
166,15,4
166,20,4
166,22,5
167,30,5
167,16,4
167,17,5
167,3,5
168,4,5
168,13,5
168,14,5
168,15,4
168,20,4
169,22,4
169,30,5
169,16,4
169,17,5
170,3,5
170,4,5
170,13,4
170,14,5
171,15,4
171,20,5
171,22,5
171,30,5
172,16,4
172,17,5
172,3,5
173,4,5
173,13,5
173,14,5
174,15,4
174,20,5
174,22,4
174,30,5
174,16,4
175,17,5
175,3,5
175,4,5
175,13,5
176,14,5
176,15,4
176,20,5
176,22,5
176,30,5
177,16,4
177,17,5
177,3,4
177,4,5
178,13,5
178,14,4
178,15,4
178,20,5
178,22,5
178,30,5
179,16,4
179,17,5
179,3,5
179,4,5
179,13,5
180,14,5
180,15,4
180,20,4
180,22,4
181,30,4
181,16,4
181,17,5
182,3,5
182,4,5
182,13,5
182,14,5
182,15,4
183,20,5
183,22,5
183,30,5
184,16,4
184,17,5
184,3,5
184,4,5
185,3,5
185,3,4
185,4,5
185,15,4
186,20,4
186,30,5
186,8,5
186,9,4
186,19,4
187,21,5
187,37,5
187,35,5
187,3,5
188,4,5
188,15,4
188,20,5
188,30,5
189,8,5
189,9,4
189,19,4
189,21,4
190,37,5
190,35,5
190,3,5
190,4,5
190,15,4
190,20,5
191,30,5
191,8,5
191,9,4
191,19,5
191,21,5
191,37,5
192,35,5
192,3,5
192,4,5
193,15,4
193,20,5
193,30,5
193,8,5
193,9,4
194,19,5
194,21,4
194,37,5
194,35,5
194,3,4
195,4,5
195,15,4
195,20,5
195,30,5
195,8,5
196,9,4
196,19,5
196,21,5
196,37,5
197,35,5
197,3,5
197,4,5
197,15,4
197,20,5
198,30,5
198,8,5
198,9,4
198,19,4
198,21,5
199,37,5
199,35,4
199,4,5
199,15,4
200,20,5
200,30,5
200,8,5
200,9,4
200,19,5
200,21,5
200,37,5
201,35,5
201,3,5
201,4,5
201,15,4
201,20,5
201,30,5
202,8,5
202,9,4
202,19,4
202,21,5
203,37,4
203,35,5
203,3,5
203,4,5
203,15,4
204,20,5
204,30,5
204,8,5
204,9,4
205,19,5
205,21,5
205,37,5
205,35,5
205,3,5
206,4,5
206,15,4
206,20,4
206,30,5
207,8,4
207,9,4
207,19,5
207,21,5
208,37,5
208,35,5
208,3,5
208,4,5
208,15,4
209,20,5
209,30,5
209,8,5
209,9,4
209,19,5
210,21,5
210,37,5
210,35,5
210,3,5
210,4,5
211,15,4
211,20,5
211,30,5
211,8,5
212,9,4
212,19,4
212,21,5
212,37,4
212,35,5
212,3,5
213,4,5
213,15,4
213,20,5
213,30,5
214,8,5
214,9,4
214,19,5
214,21,5
215,37,5
215,35,5
215,3,5
215,4,5
215,15,4
215,20,5
216,30,5
216,8,5
216,9,4
216,19,5
216,21,5
217,37,5
217,35,5
217,3,4
217,4,5
217,15,4
217,20,5
217,30,4
218,8,5
218,9,4
218,19,5
218,21,5
218,37,4
219,35,5
219,3,5
219,4,4
219,15,4
220,20,5
220,30,5
220,8,5
220,9,4
220,19,4
220,21,5
221,23,5
221,25,5
221,26,5
222,15,5
222,14,5
222,23,5
222,25,5
223,26,5
223,15,5
223,14,5
223,23,5
224,25,5
224,26,5
224,15,5
224,14,5
224,23,5
225,25,5
225,26,4
225,15,5
226,14,5
226,23,4
226,25,5
226,26,5
227,15,4
227,14,5
227,23,5
228,25,5
228,26,5
228,15,5
228,14,5
229,23,4
229,25,5
229,26,5
229,15,5
230,14,4
230,23,5
230,25,5
230,26,5
231,15,5
231,14,5
231,23,5
231,25,5
232,26,4
232,15,5
232,14,4
233,23,5
233,25,5
233,26,5
233,15,4
234,14,5
234,23,5
234,25,5
234,26,4
234,15,5
235,14,4
235,23,5
235,25,5
235,26,5
236,15,5
236,14,5
236,23,5
236,25,4
237,26,5
237,15,5
237,14,5
237,23,5
238,25,4
238,26,5
238,15,5
239,14,5
239,23,4
239,25,5
239,26,5
240,15,4
240,14,5
240,23,5
241,25,4
241,26,5
241,15,5
241,14,5
242,23,5
242,25,5
242,26,4
242,15,5
243,14,5
243,23,5
243,25,5
243,26,4
244,15,5
244,14,5
244,23,4
245,25,5
245,26,5
245,15,5
246,14,4
246,23,5
246,25,5
246,26,4
247,15,5
247,14,4
247,23,5
248,25,5
248,26,4
248,15,5
248,14,5
249,23,4
249,25,5
249,26,4
249,15,5
250,14,5
250,23,5
250,25,5
251,23,5
251,20,5
251,30,5
251,22,5
252,23,5
252,20,5
252,30,5
253,22,5
253,23,5
253,20,5
253,30,5
254,22,5
254,23,5
254,25,5
254,23,5
255,20,5
255,30,5
255,22,4
255,23,5
256,20,5
256,30,4
256,22,5
257,23,5
257,20,5
257,30,4
257,22,5
258,23,5
258,25,4
258,23,5
258,20,4
259,30,5
259,22,5
259,23,4
259,20,5
260,30,5
260,22,4
260,23,5
261,20,4
261,30,5
261,22,5
261,23,5
262,25,5
262,23,5
262,20,5
262,30,5
263,22,5
263,23,5
263,20,5
263,30,5
264,22,5
264,23,4
264,20,5
264,30,5
265,22,4
265,23,5
265,25,5
265,23,5
266,20,4
266,30,5
266,22,5
266,23,4
267,20,5
267,30,4
267,22,5
267,23,5
268,20,4
268,30,5
268,22,5
268,23,4
268,25,5
269,23,4
269,20,5
269,30,5
269,22,5
270,23,5
270,20,5
270,30,5
270,22,5
271,23,5
271,20,5
271,30,5
273,22,5
273,33,5
273,4,4
273,30,5
274,3,5
274,33,4
274,4,5
274,30,5
275,3,5
275,33,4
275,4,5
275,30,5
276,3,4
276,33,5
276,4,4
276,30,5
277,3,5
277,33,4
277,4,5
277,30,5
278,3,4
278,33,5
278,4,4
279,30,5
279,3,5
279,33,5
279,4,5
280,30,5
280,3,5
280,33,5
280,4,5
284,30,5
284,3,4
284,33,5
284,4,5
285,30,4
285,3,4
285,33,5
285,4,4
286,30,5
286,3,5
286,33,5
286,4,4
287,30,5
287,3,5
287,33,4
287,4,5
288,30,4
288,3,5
288,33,4
288,4,4
288,30,5
289,8,5
289,17,5
289,35,4
289,34,5
290,33,5
290,8,5
290,17,5
290,35,5
291,34,5
291,33,5
291,8,5
291,17,5
291,35,5
292,34,5
292,33,5
292,8,5
293,17,5
293,35,4
293,34,5
293,33,5
294,8,5
294,17,4
294,35,5
294,34,5
294,33,5
294,8,4
295,17,4
295,35,5
295,34,5
295,33,4
295,8,5
296,17,5
296,35,5
296,34,5
296,33,5
297,8,5
297,17,5
297,35,4
297,34,5
298,33,4
298,8,5
298,17,5
298,35,4
299,34,5
299,33,5
299,8,4
299,17,5
300,35,5
300,34,5
300,33,3
300,8,5
300,17,4
300,35,5
300,34,5
300,33,5